name,state,lat,lng
Stonyford CDP,CA,39.369492,-122.543808
Stratford CDP,CA,36.188464,-119.822247
Strathmore CDP,CA,36.146117,-119.064341
Strawberry CDP,CA,37.89125,-122.509166
Strawberry CDP,CA,38.198384,-120.010343
Sugarloaf Saw Mill CDP,CA,35.834299,-118.616541
Sugarloaf Village CDP,CA,35.826851,-118.635447
Suisun City city,CA,38.248334,-122.010066
Sultana CDP,CA,36.545511,-119.337736
Summerland CDP,CA,34.417182,-119.587494
Sunnyside CDP,CA,36.729479,-119.694438
Sunnyside-Tahoe City CDP,CA,39.148318,-120.170938
Sunny Slopes CDP,CA,37.569376,-118.675836
Sunnyvale city,CA,37.385797,-122.026316
Sunol CDP,CA,37.585935,-121.880456
Sun Village CDP,CA,34.559524,-117.956758
Susanville city,CA,40.433674,-120.628306
Sutter CDP,CA,39.155596,-121.749265
Sutter Creek city,CA,38.392445,-120.798969
Swall Meadows CDP,CA,37.50606,-118.642656
Taft city,CA,35.126696,-119.424194
Taft Heights CDP,CA,35.13375,-119.47114
Taft Mosswood CDP,CA,37.911954,-121.282166
Tahoe Vista CDP,CA,39.2468,-120.058578
Tahoma CDP,CA,39.058245,-120.142067
Talmage CDP,CA,39.131198,-123.163838
Tamalpais-Homestead Valley CDP,CA,37.879129,-122.537889
Tancred CDP,CA,38.761859,-122.154696
Tara Hills CDP,CA,37.993845,-122.318781
Tarina CDP,CA,35.3807,-118.817088
Tarpey Village CDP,CA,36.794082,-119.701193
Taylorsville CDP,CA,40.058662,-120.838675
Tecopa CDP,CA,35.820581,-116.205051
Tehachapi city,CA,35.142959,-118.446036
Tehama city,CA,40.021776,-122.126901
Temecula city,CA,33.493073,-117.131734
Temelec CDP,CA,38.257755,-122.498198
Temescal Valley CDP,CA,33.758003,-117.467159
Temple City city,CA,34.102156,-118.057971
Templeton CDP,CA,35.556024,-120.718166
Tennant CDP,CA,41.578884,-121.917464
Terminous CDP,CA,38.115256,-121.489558
Terra Bella CDP,CA,35.960011,-119.038528
Teviston CDP,CA,35.928872,-119.278332
Thermal CDP,CA,33.626195,-116.130834
Thermalito CDP,CA,39.508933,-121.601116
Thornton CDP,CA,38.229659,-121.426063
Thousand Oaks city,CA,34.19329,-118.874235
Thousand Palms CDP,CA,33.815006,-116.354481
Three Rivers CDP,CA,36.440041,-118.88028
Three Rocks CDP,CA,36.505148,-120.393534
Tiburon town,CA,37.886768,-122.462619
Timber Cove CDP,CA,38.541089,-123.258786
Tipton CDP,CA,36.057233,-119.313525
Tobin CDP,CA,39.935798,-121.296491
Tomales CDP,CA,38.24703,-122.905355
Tonyville CDP,CA,36.247382,-119.090352
Tooleville CDP,CA,36.287753,-119.115435
Topanga CDP,CA,34.096777,-118.606021
Topaz CDP,CA,38.638059,-119.501807
Toro Canyon CDP,CA,34.423004,-119.560729
Torrance city,CA,33.830453,-118.356618
Trabuco Canyon CDP,CA,33.678228,-117.594009
Tracy city,CA,37.727396,-121.452195
Tranquillity CDP,CA,36.648007,-120.252542
Traver CDP,CA,36.454111,-119.48373
Tres Pinos CDP,CA,36.790382,-121.310564
Trinidad city,CA,41.057708,-124.143255
Trinity Center CDP,CA,40.984064,-122.708325
Trinity Village CDP,CA,40.878916,-123.513207
Trona CDP,CA,35.815821,-117.347348
Trowbridge CDP,CA,38.926385,-121.514845
Truckee town,CA,39.350548,-120.193943
Tulare city,CA,36.200246,-119.339775
Tulelake city,CA,41.95346,-121.474897
Tuolumne City CDP,CA,37.961815,-120.242041
Tupman CDP,CA,35.298743,-119.357674
Turlock city,CA,37.505524,-120.859269
Tustin city,CA,33.730927,-117.810596
Tuttle CDP,CA,37.296508,-120.378867
Tuttletown CDP,CA,38.010436,-120.441246
Twain CDP,CA,40.035503,-121.040363
Twain Harte CDP,CA,38.036943,-120.233918
Twentynine Palms city,CA,34.147804,-116.065991
Twin Lakes CDP,CA,38.162886,-119.341063
Twin Lakes CDP,CA,36.961378,-121.991748
Ukiah city,CA,39.14647,-123.204438
Union City city,CA,37.602759,-122.01884
University of California-Davis CDP,CA,38.537704,-121.7579
University of California-Santa Barbara CDP,CA,34.417825,-119.846713
Upland city,CA,34.116073,-117.659922
Upper Lake CDP,CA,39.16505,-122.905182
Vacaville city,CA,38.358621,-121.968601
Valinda CDP,CA,34.040033,-117.930057
Vallecito CDP,CA,38.083203,-120.468331
Vallejo city,CA,38.106909,-122.262339
Valle Vista CDP,CA,33.743363,-116.888783
Valley Acres CDP,CA,35.208668,-119.410651
Valley Center CDP,CA,33.232994,-117.015763
Valley Ford CDP,CA,38.32456,-122.914733
Valley Home CDP,CA,37.827241,-120.914343
Valley Ranch CDP,CA,39.740342,-120.564895
Valley Springs CDP,CA,38.189378,-120.825279
Valley Wells CDP,CA,35.880729,-117.335676
Val Verde CDP,CA,34.450423,-118.671784
Vandenberg AFB CDP,CA,34.727986,-120.506467
Vandenberg Village CDP,CA,34.71174,-120.461933
Verdi CDP,CA,39.526969,-120.023394
Vernon city,CA,34.001123,-118.210869
Victor CDP,CA,38.138465,-121.19876
Victorville city,CA,34.527735,-117.353579
View Park-Windsor Hills CDP,CA,33.994472,-118.347762
Villa Park city,CA,33.817985,-117.811293
Vina CDP,CA,39.93418,-122.051706
Vincent CDP,CA,34.098268,-117.923801
Vine Hill CDP,CA,38.007117,-122.087297
Vineyard CDP,CA,38.474035,-121.323995
Virginia Lakes CDP,CA,38.043473,-119.259877
Visalia city,CA,36.32921,-119.326984
Vista city,CA,33.189528,-117.238582
Vista Santa Rosa CDP,CA,33.621451,-116.208816
Volcano CDP,CA,38.450614,-120.621768
Volta CDP,CA,37.082353,-120.91448
Walker CDP,CA,38.518502,-119.473051
Wallace CDP,CA,38.199838,-120.964242
Walnut city,CA,34.037195,-117.855606
Walnut Creek city,CA,37.902666,-122.040479
Walnut Grove CDP,CA,38.250594,-121.534973
Walnut Park CDP,CA,33.968233,-118.221948
Warm Springs CDP,CA,33.706681,-117.334347
Warner Valley CDP,CA,40.404355,-121.340562
Wasco city,CA,35.593785,-119.367101
Washington CDP,CA,39.359158,-120.790497
Waterford city,CA,37.642685,-120.754152
Waterloo CDP,CA,38.036452,-121.184555
Watsonville city,CA,36.923587,-121.772395
Waukena CDP,CA,36.139104,-119.510973
Wautec CDP,CA,41.354315,-123.862288
Wawona CDP,CA,37.544674,-119.638674
Weaverville CDP,CA,40.740655,-122.929022
Weed city,CA,41.412087,-122.380966
Weedpatch CDP,CA,35.235892,-118.909561
Weitchpec CDP,CA,41.194593,-123.688847
Weldon CDP,CA,35.644103,-118.309088
Weott CDP,CA,40.322772,-123.920622
West Athens CDP,CA,33.923453,-118.303301
West Bishop CDP,CA,37.362768,-118.475046
West Carson CDP,CA,33.823139,-118.293685
West Covina city,CA,34.055941,-117.909937
West Goshen CDP,CA,36.349183,-119.457374
Westhaven-Moonstone CDP,CA,41.036117,-124.09083
West Hollywood city,CA,34.088268,-118.371831
Westlake Village city,CA,34.136675,-118.817367
Westley CDP,CA,37.546908,-121.200915
West Menlo Park CDP,CA,37.433824,-122.20342
Westminster city,CA,33.752292,-117.993868
West Modesto CDP,CA,37.617519,-121.032828
Westmont CDP,CA,33.941682,-118.301834
Westmorland city,CA,33.038996,-115.622441
West Park CDP,CA,36.705526,-119.851548
West Point CDP,CA,38.406819,-120.542592
West Puente Valley CDP,CA,34.05228,-117.966717
West Rancho Dominguez CDP,CA,33.904332,-118.267777
West Sacramento city,CA,38.554368,-121.548663
Westside CDP,CA,36.404202,-120.134326
West Whittier-Los Nietos CDP,CA,33.975632,-118.069227
Westwood CDP,CA,40.30522,-121.003503
Wheatland city,CA,39.031163,-121.389996
Whitehawk CDP,CA,39.720609,-120.553583
Whitewater CDP,CA,33.93559,-116.687212
Whitley Gardens CDP,CA,35.656322,-120.508112
Whitmore CDP,CA,40.61251,-121.935906
Whittier city,CA,33.966827,-118.020122
Wildomar city,CA,33.617278,-117.258312
Wilkerson CDP,CA,37.277339,-118.391588
Williams city,CA,39.14978,-122.138968
Williams Canyon CDP,CA,33.728913,-117.639438
Willits city,CA,39.405006,-123.348889
Willowbrook CDP,CA,33.920834,-118.236915
Willow Creek CDP,CA,40.93933,-123.6411
Willows city,CA,39.514752,-122.199178
Wilseyville CDP,CA,38.376483,-120.486844
Wilsonia CDP,CA,36.734598,-118.955847
Wilton CDP,CA,38.412977,-121.212718
Winchester CDP,CA,33.71463,-117.077398
Windsor town,CA,38.542099,-122.808613
Winter Gardens CDP,CA,32.837512,-116.926555
Winterhaven CDP,CA,32.737183,-114.637798
Winters city,CA,38.533271,-121.975473
Winton CDP,CA,37.385427,-120.617364
Wofford Heights CDP,CA,35.714951,-118.472664
Woodacre CDP,CA,38.005174,-122.63831
Woodbridge CDP,CA,38.172065,-121.308915
Woodcrest CDP,CA,33.878946,-117.368671
Woodlake city,CA,36.412828,-119.100718
Woodland city,CA,38.67137,-121.749025
Woodlands CDP,CA,35.028873,-120.552393
Woodside town,CA,37.42215,-122.258593
Woodville CDP,CA,36.09268,-119.201226
Woodville Farm Labor Camp CDP,CA,36.083151,-119.147923
Woody CDP,CA,35.708148,-118.814396
Wrightwood CDP,CA,34.345988,-117.627579
Yankee Hill CDP,CA,39.700709,-121.514688
Yermo CDP,CA,34.906656,-116.823274
Yettem CDP,CA,36.485684,-119.255689
Yolo CDP,CA,38.740463,-121.809324
Yorba Linda city,CA,33.889038,-117.77207
Yosemite Lakes CDP,CA,37.185358,-119.772122
Yosemite Valley CDP,CA,37.742523,-119.577626
Yosemite West CDP,CA,37.648193,-119.718217
Yountville city,CA,38.393512,-122.365536
Yreka city,CA,41.724032,-122.63157
Yuba City city,CA,39.129842,-121.641549
Yucaipa city,CA,34.03357,-117.042887
Yucca Valley town,CA,34.123347,-116.421557
Zayante CDP,CA,37.089214,-122.040862
Acres Green CDP,CO,39.555736,-104.89582
Aetna Estates CDP,CO,39.738127,-104.673221
Aguilar town,CO,37.403626,-104.655036
Air Force Academy CDP,CO,38.994185,-104.863922
Akron town,CO,40.163466,-103.220274
Alamosa city,CO,37.474528,-105.876956
Alamosa East CDP,CO,37.476654,-105.839746
Allenspark CDP,CO,40.231281,-105.517986
Alma town,CO,39.286131,-106.068893
Alpine CDP,CO,37.687805,-106.586097
Altona CDP,CO,40.121928,-105.296165
Amherst CDP,CO,40.683161,-102.172596
Antonito town,CO,37.076246,-106.010332
Applewood CDP,CO,39.747481,-105.172965
Arapahoe CDP,CO,38.852919,-102.178897
Arboles CDP,CO,37.020861,-107.421744
Aristocrat Ranchettes CDP,CO,40.108496,-104.760575
Arriba town,CO,39.284326,-103.274032
Arvada city,CO,39.833728,-105.150306
Aspen city,CO,39.195154,-106.836807
Aspen Park CDP,CO,39.542654,-105.296307
Atwood CDP,CO,40.550485,-103.274631
Ault town,CO,40.589208,-104.73943
Aurora city,CO,39.709537,-104.720509
Avon town,CO,39.641891,-106.51581
Avondale CDP,CO,38.235183,-104.348232
Bark Ranch CDP,CO,40.117803,-105.440718
Basalt town,CO,39.368585,-107.04876
Battlement Mesa CDP,CO,39.452767,-108.00394
Bayfield town,CO,37.234615,-107.593744
Bennett town,CO,39.741727,-104.428719
Berkley CDP,CO,39.806595,-105.028775
Berthoud town,CO,40.284675,-104.965515
Bethune town,CO,39.303822,-102.423414
Beulah Valley CDP,CO,38.07271,-104.9817
Black Forest CDP,CO,39.063648,-104.679613
Black Hawk city,CO,39.801649,-105.493494
Blanca town,CO,37.439268,-105.513544
Blende CDP,CO,38.249779,-104.568707
Blue River town,CO,39.448464,-106.036777
Blue Sky CDP,CO,40.300094,-103.805528
Blue Valley CDP,CO,39.699687,-105.492107
Bonanza town,CO,38.296617,-106.141869
Bonanza Mountain Estates CDP,CO,39.97689,-105.479577
Boone town,CO,38.250596,-104.26099
Boulder city,CO,40.024431,-105.251251
Bow Mar town,CO,39.626594,-105.050914
Brandon CDP,CO,38.4464,-102.441155
Branson town,CO,37.015493,-103.883777
Breckenridge town,CO,39.49948,-106.043247
Brick Center CDP,CO,39.591236,-104.460798
Briggsdale CDP,CO,40.636005,-104.324272
Brighton city,CO,39.965676,-104.794056
Brook Forest CDP,CO,39.573879,-105.394396
Brookside town,CO,38.413495,-105.190945
Broomfield city,CO,39.953877,-105.050898
Brush city,CO,40.259263,-103.636334
Buena Vista town,CO,38.829903,-106.140729
Burlington city,CO,39.304169,-102.271412
Byers CDP,CO,39.709435,-104.212848
Calhan town,CO,39.034031,-104.30021
Campo town,CO,37.104711,-102.578798
Cañon City city,CO,38.441886,-105.220899
Capulin CDP,CO,37.281886,-106.104946
Carbonate town,CO,39.746462,-107.340127
Carbondale town,CO,39.395559,-107.21502
Cascade-Chipita Park CDP,CO,38.947428,-104.998103
Castle Pines city,CO,39.46249,-104.870584
Castle Pines Village CDP,CO,39.441799,-104.897037
Castle Rock town,CO,39.376194,-104.852922
Cathedral CDP,CO,38.083629,-107.030681
Catherine CDP,CO,39.403756,-107.144959
Cattle Creek CDP,CO,39.466634,-107.259917
Cedaredge town,CO,38.894097,-107.925485
Centennial city,CO,39.590856,-104.863754
Center town,CO,37.752299,-106.110364
Central city,CO,39.795366,-105.508965
Chacra CDP,CO,39.578397,-107.454907
Cheraw town,CO,38.10766,-103.511022
Cherry Creek CDP,CO,39.609475,-104.864475
Cherry Hills Village city,CO,39.637418,-104.94747
Cheyenne Wells town,CO,38.819202,-102.35203
Cimarron Hills CDP,CO,38.859299,-104.700152
City of Creede town,CO,37.848597,-106.925146
Clifton CDP,CO,39.076708,-108.460469
Coal Creek CDP,CO,39.904693,-105.372136
Coal Creek town,CO,38.362171,-105.142199
Coaldale CDP,CO,38.355736,-105.813087
Cokedale town,CO,37.144223,-104.62159
Collbran town,CO,39.240009,-107.963517
Colona CDP,CO,38.32751,-107.779306
Colorado City CDP,CO,37.939379,-104.843082
Colorado Springs city,CO,38.867255,-104.760749
Columbine CDP,CO,39.588586,-105.06918
Columbine Valley town,CO,39.599568,-105.030885
Comanche Creek CDP,CO,39.606144,-104.335836
Commerce City city,CO,39.882792,-104.794908
Conejos CDP,CO,37.087257,-106.015993
Cope CDP,CO,39.664217,-102.845127
Copper Mountain CDP,CO,39.476895,-106.201113
Cortez city,CO,37.349783,-108.576687
Cotopaxi CDP,CO,38.372806,-105.68552
Craig city,CO,40.51706,-107.555396
Crawford town,CO,38.705044,-107.609596
Crested Butte town,CO,38.86779,-106.977261
Crestone town,CO,37.994529,-105.696206
Cripple Creek city,CO,38.746582,-105.184981
Crisman CDP,CO,40.043382,-105.372398
Crook town,CO,40.858782,-102.80138
Crowley town,CO,38.193506,-103.859744
Dacono city,CO,40.063521,-104.946804
Dakota Ridge CDP,CO,39.619223,-105.135065
De Beque town,CO,39.309989,-108.204999
Deer Trail town,CO,39.617,-104.043851
Del Norte town,CO,37.677975,-106.353018
Delta city,CO,38.757371,-108.087986
Denver city,CO,39.76185,-104.881105
Derby CDP,CO,39.840791,-104.916254
Dillon town,CO,39.625881,-106.043728
Dinosaur town,CO,40.239861,-109.006795
Divide CDP,CO,38.945006,-105.161949
Dolores town,CO,37.474584,-108.499503
Dotsero CDP,CO,39.647594,-107.049856
Dove Creek town,CO,37.766842,-108.907173
Dove Valley CDP,CO,39.574942,-104.832407
Downieville-Lawson-Dumont CDP,CO,39.766613,-105.606726
Durango city,CO,37.264534,-107.874124
Eads town,CO,38.481648,-102.779823
Eagle town,CO,39.64322,-106.821344
East Pleasant View CDP,CO,39.727878,-105.156541
Eaton town,CO,40.525685,-104.712987
Echo Hills CDP,CO,39.674738,-105.413419
Eckley town,CO,40.112405,-102.488291
Edgewater city,CO,39.75085,-105.06262
Edwards CDP,CO,39.611824,-106.619702
Elbert CDP,CO,39.21938,-104.539699
Eldora CDP,CO,39.958253,-105.58498
Eldorado Springs CDP,CO,39.939266,-105.249081
Elizabeth town,CO,39.35966,-104.608525
El Jebel CDP,CO,39.406991,-107.094217
Ellicott CDP,CO,38.825585,-104.382873
El Moro CDP,CO,37.246633,-104.453111
Empire town,CO,39.75944,-105.681677
Englewood city,CO,39.646979,-104.994465
Erie town,CO,40.040287,-105.03831
Estes Park town,CO,40.367046,-105.533861
Evans city,CO,40.350165,-104.748355
Evergreen CDP,CO,39.635607,-105.338089
Fairmount CDP,CO,39.792569,-105.171157
Fairplay town,CO,39.224332,-105.998396
Federal Heights city,CO,39.864973,-105.01534
Firestone town,CO,40.155676,-104.948619
Flagler town,CO,39.296609,-103.064642
Fleming town,CO,40.682075,-102.839631
Florence city,CO,38.379615,-105.10023
Florissant CDP,CO,38.944557,-105.28987
Floyd Hill CDP,CO,39.719713,-105.434904
Fort Carson CDP,CO,38.687426,-104.748914
Fort Collins city,CO,40.548216,-105.064833
Fort Garland CDP,CO,37.427916,-105.435008
Fort Lupton city,CO,40.083545,-104.803367
Fort Morgan city,CO,40.253003,-103.788652
Fountain city,CO,38.68902,-104.680559
Four Square Mile CDP,CO,39.680723,-104.887924
Fowler town,CO,38.130619,-104.026096
Foxfield town,CO,39.58814,-104.785741
Franktown CDP,CO,39.390015,-104.74239
Fraser town,CO,39.923294,-105.805268
Frederick town,CO,40.105907,-104.974497
Frisco town,CO,39.578482,-106.090973
Fruita city,CO,39.155567,-108.729584
Fruitvale CDP,CO,39.093413,-108.478823
Fulford CDP,CO,39.518492,-106.65874
Garden City town,CO,40.394591,-104.689494
Gardner CDP,CO,37.788866,-105.164458
Garfield CDP,CO,38.549268,-106.289276
Genesee CDP,CO,39.687901,-105.271205
Genoa town,CO,39.278218,-103.498717
Georgetown town,CO,39.717886,-105.694488
Gerrard CDP,CO,37.678349,-106.575247
Gilcrest town,CO,40.284156,-104.782024
Glendale city,CO,39.703052,-104.936157
Glendale CDP,CO,40.086911,-105.371546
Gleneagle CDP,CO,39.039873,-104.825359
Glenwood Springs city,CO,39.547132,-107.342556
Golden city,CO,39.742483,-105.210561
Goldfield CDP,CO,38.717645,-105.125328
Gold Hill CDP,CO,40.059739,-105.418919
Granada town,CO,38.062973,-102.311591
Granby town,CO,40.064803,-105.919386
Grand Junction city,CO,39.089062,-108.567452
Grand Lake town,CO,40.246542,-105.826435
Grand View Estates CDP,CO,39.542958,-104.822634
Greeley city,CO,40.414034,-104.771043
Green Mountain Falls town,CO,38.934954,-105.019664
Greenwood Village city,CO,39.615934,-104.911688
Grover town,CO,40.869111,-104.225932
Guffey CDP,CO,38.760651,-105.509821
Gunbarrel CDP,CO,40.063185,-105.171697
Gunnison city,CO,38.547978,-106.924604
Gypsum town,CO,39.620164,-106.956357
Hartman town,CO,38.121128,-102.221608
Hartsel CDP,CO,39.02263,-105.80057
Hasty CDP,CO,38.102305,-102.969681
Haswell town,CO,38.452492,-103.16498
Haxtun town,CO,40.641733,-102.629858
Hayden town,CO,40.492217,-107.264325
Heeney CDP,CO,39.873988,-106.304155
Hidden Lake CDP,CO,40.10516,-105.477571
Highlands Ranch CDP,CO,39.540829,-104.971077
Hillrose town,CO,40.324495,-103.522206
Hoehne CDP,CO,37.281443,-104.389095
Holly town,CO,38.055639,-102.124589
Holly Hills CDP,CO,39.667727,-104.921622
Holyoke city,CO,40.582101,-102.297192
Hooper town,CO,37.745976,-105.877735
Hotchkiss town,CO,38.798994,-107.713385
Hot Sulphur Springs town,CO,40.074902,-106.10317
Howard CDP,CO,38.409762,-105.842389
Hudson town,CO,40.091746,-104.593741
Hugo town,CO,39.136179,-103.473138
Idaho Springs city,CO,39.749349,-105.503759
Idalia CDP,CO,39.703,-102.293978
Idledale CDP,CO,39.668928,-105.243191
Ignacio town,CO,37.118004,-107.637557
Iliff town,CO,40.759177,-103.066102
Indian Hills CDP,CO,39.629881,-105.247461
Inverness CDP,CO,39.575772,-104.865395
Jackson Lake CDP,CO,40.370055,-104.059173
Jamestown town,CO,40.123001,-105.393143
Jansen CDP,CO,37.158163,-104.55009
Joes CDP,CO,39.659569,-102.678471
Johnson Village CDP,CO,38.811894,-106.107112
Johnstown town,CO,40.307248,-104.911205
Julesburg town,CO,40.984864,-102.262708
Keenesburg town,CO,40.155173,-104.56342
Ken Caryl CDP,CO,39.576743,-105.113695
Kersey town,CO,40.395585,-104.578334
Keystone town,CO,39.607093,-105.931987
Kim town,CO,37.247062,-103.353411
Kiowa town,CO,39.34364,-104.458142
Kirk CDP,CO,39.614493,-102.591419
Kit Carson town,CO,38.762828,-102.795476
Kittredge CDP,CO,39.659375,-105.304886
Kremmling town,CO,40.056542,-106.378216
Lafayette city,CO,39.994814,-105.099676
Laird CDP,CO,40.081801,-102.101898
La Jara town,CO,37.273524,-105.959721
La Junta city,CO,37.979414,-103.547336
La Junta Gardens CDP,CO,38.001349,-103.55485
Lake City town,CO,38.021603,-107.310707
Lakeside town,CO,39.779075,-105.057825
Lakewood city,CO,39.698939,-105.117573
Lamar city,CO,38.075971,-102.614723
Laporte CDP,CO,40.637701,-105.143605
Larkspur town,CO,39.229573,-104.885679
La Salle town,CO,40.348669,-104.706108
Las Animas city,CO,38.069668,-103.223229
La Veta town,CO,37.508562,-105.008487
Lazear CDP,CO,38.77879,-107.780402
Lazy Acres CDP,CO,40.085551,-105.334372
Leadville city,CO,39.247277,-106.29346
Leadville North CDP,CO,39.260018,-106.31129
Lewis CDP,CO,37.501715,-108.660059
Leyner CDP,CO,40.051102,-105.107438
Limon town,CO,39.265074,-103.685911
Lincoln Park CDP,CO,38.425182,-105.213083
Littleton city,CO,39.590375,-105.020084
Lochbuie town,CO,40.009141,-104.726505
Loghill Village CDP,CO,38.19941,-107.775343
Log Lane Village town,CO,40.269734,-103.82896
Loma CDP,CO,39.20751,-108.805025
Lone Tree city,CO,39.530851,-104.870959
Longmont city,CO,40.168199,-105.100522
Louisville city,CO,39.969576,-105.143271
Louviers CDP,CO,39.479866,-105.00334
Loveland city,CO,40.416905,-105.063111
Lynn CDP,CO,37.421909,-104.643061
Lyons town,CO,40.22305,-105.268665
McClave CDP,CO,38.131547,-102.850444
McCoy CDP,CO,39.914382,-106.725723
Manassa town,CO,37.173841,-105.937275
Mancos town,CO,37.346641,-108.293841
Manitou Springs city,CO,38.857539,-104.912861
Manzanola town,CO,38.108758,-103.866804
Marble town,CO,39.071665,-107.190749
Marvel CDP,CO,37.111185,-108.126327
Matheson CDP,CO,39.168316,-103.977018
Maybell CDP,CO,40.518827,-108.088495
Maysville CDP,CO,38.525998,-106.219426
Mead town,CO,40.226999,-104.988323
Meeker town,CO,40.049953,-107.894584
Meridian CDP,CO,39.545684,-104.85332
Meridian Village CDP,CO,39.528052,-104.825783
Merino town,CO,40.483705,-103.353675
Midland CDP,CO,38.846344,-105.15212
Milliken town,CO,40.310509,-104.858412
Minturn town,CO,39.535574,-106.381575
Moffat town,CO,38.005734,-105.910118
Monte Vista city,CO,37.57854,-106.149915
Montezuma town,CO,39.581477,-105.86764
Montrose city,CO,38.468783,-107.858959
Monument town,CO,39.074406,-104.844221
Morgan Heights CDP,CO,40.287492,-103.827446
Morrison town,CO,39.636357,-105.205959
Mountain Meadows CDP,CO,40.027039,-105.383136
Mountain View town,CO,39.774776,-105.056711
Mountain Village town,CO,37.932416,-107.857737
Mount Crested Butte town,CO,38.908302,-106.960587
Mulford CDP,CO,39.406355,-107.165987
Nathrop CDP,CO,38.74874,-106.07642
Naturita town,CO,38.218344,-108.566633
Nederland town,CO,39.963815,-105.505864
New Castle town,CO,39.577645,-107.526453
Niwot CDP,CO,40.097552,-105.15828
No Name CDP,CO,39.55973,-107.292787
Norrie CDP,CO,39.328131,-106.656275
Northglenn city,CO,39.911627,-104.982148
North La Junta CDP,CO,37.999608,-103.523187
North Washington CDP,CO,39.807749,-104.98004
Norwood town,CO,38.128399,-108.29225
Nucla town,CO,38.266687,-108.548695
Nunn town,CO,40.71371,-104.788848
Oak Creek town,CO,40.274024,-106.957639
Olathe town,CO,38.608531,-107.983278
Olney Springs town,CO,38.166274,-103.944491
Ophir town,CO,37.85681,-107.831242
Orchard CDP,CO,40.332001,-104.117799
Orchard City town,CO,38.818125,-107.96727
Orchard Mesa CDP,CO,39.037385,-108.522836
Ordway town,CO,38.220834,-103.756585
Otis town,CO,40.150126,-102.962138
Ouray city,CO,38.027543,-107.673348
Ovid town,CO,40.960755,-102.388336
Padroni CDP,CO,40.781814,-103.173297
Pagosa Springs town,CO,37.263422,-107.003565
Palisade town,CO,39.107931,-108.35733
Palmer Lake town,CO,39.115801,-104.909206
Paoli town,CO,40.612764,-102.471758
Paonia town,CO,38.869797,-107.592084
Parachute town,CO,39.446642,-108.054907
Paragon Estates CDP,CO,39.980757,-105.185187
Park Center CDP,CO,38.485177,-105.226136
Parker town,CO,39.505946,-104.775828
Parshall CDP,CO,40.055562,-106.175995
Peetz town,CO,40.961823,-103.113809
Penrose CDP,CO,38.421298,-105.000395
Peoria CDP,CO,39.653334,-104.136977
Perry Park CDP,CO,39.260456,-104.967839
Peyton CDP,CO,39.032979,-104.490402
Phippsburg CDP,CO,40.230256,-106.950596
Piedra CDP,CO,37.441795,-107.168427
Pierce town,CO,40.647584,-104.780051
Pine Brook Hill CDP,CO,40.038413,-105.307526
Pine Valley CDP,CO,39.690938,-105.413228
Pitkin town,CO,38.608722,-106.514918
Placerville CDP,CO,38.005314,-108.039835
Platteville town,CO,40.222815,-104.833572
Poncha Springs town,CO,38.521231,-106.0721
Ponderosa Park CDP,CO,39.398643,-104.635203
Portland CDP,CO,38.089222,-107.695234
Pritchett town,CO,37.370009,-102.858749
Pueblo city,CO,38.269228,-104.610816
Pueblo West CDP,CO,38.31583,-104.784972
Ramah town,CO,39.121427,-104.167313
Rangely town,CO,40.087011,-108.78326
Raymer (New Raymer) town,CO,40.607957,-103.843576
Red Cliff town,CO,39.509291,-106.369943
Red Feather Lakes CDP,CO,40.809474,-105.578991
Redlands CDP,CO,39.084956,-108.655022
Redstone CDP,CO,39.180281,-107.238289
Redvale CDP,CO,38.176064,-108.412508
Rico town,CO,37.689086,-108.031677
Ridgway town,CO,38.157178,-107.754597
Rifle city,CO,39.537565,-107.770344
Rock Creek Park CDP,CO,38.701068,-104.834702
Rockvale town,CO,38.364425,-105.164523
Rocky Ford city,CO,38.049884,-103.722102
Rollinsville CDP,CO,39.923187,-105.51355
Romeo town,CO,37.171822,-105.985415
Roxborough Park CDP,CO,39.450614,-105.074057
Rye town,CO,37.921283,-104.931935
Saddle Ridge CDP,CO,40.313071,-103.802297
Saguache town,CO,38.08627,-106.141053
St. Ann Highlands CDP,CO,39.987297,-105.455806
St. Mary's CDP,CO,39.816531,-105.647138
Salida city,CO,38.530122,-105.998397
Salt Creek CDP,CO,38.240693,-104.586645
San Acacio CDP,CO,37.208634,-105.566638
Sanford town,CO,37.257407,-105.900766
San Luis town,CO,37.202375,-105.422506
Sawpit town,CO,37.994717,-108.002136
Security-Widefield CDP,CO,38.75113,-104.716023
Sedalia CDP,CO,39.439705,-104.969909
Sedgwick town,CO,40.935512,-102.525637
Segundo CDP,CO,37.12252,-104.739739
Seibert town,CO,39.297967,-102.869524
Seven Hills CDP,CO,40.033702,-105.330748
Severance town,CO,40.505944,-104.863475
Shaw Heights CDP,CO,39.85753,-105.039085
Sheridan city,CO,39.647757,-105.017457
Sheridan Lake town,CO,38.46671,-102.294399
Sherrelwood CDP,CO,39.838251,-105.002316
Sierra Ridge CDP,CO,39.528591,-104.817245
Silt town,CO,39.547978,-107.652736
Silver Cliff town,CO,38.129203,-105.399175
Silver Plume town,CO,39.695372,-105.727021
Silverthorne town,CO,39.659909,-106.089107
Silverton town,CO,37.810874,-107.664743
Simla town,CO,39.140847,-104.082504
Smeltertown CDP,CO,38.552322,-106.008417
Snowmass Village town,CO,39.216878,-106.94397
Snyder CDP,CO,40.330825,-103.591971
Somerset CDP,CO,38.92881,-107.464984
Southern Ute CDP,CO,37.074888,-107.593308
